scientific_name	taxonid	kingdom	phylum	class	order	family	genus	main_common_name	authority	published_year	category	criteria	marine_system	freshwater_system	terrestrial_system	aoo_km2	eoo_km2	elevation_upper	elevation_lower	depth_upper	depth_lower	assessor	reviewer	errata_flag	errata_reason	amended_flag	amended_reason
Nyctophilus heran	15005	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Sundan Long-eared Bat	Kitchener, How &amp; Maharadatunkamsi, 1991	2016	DD		False	False	True		2087	1000	0			Hutson, A.M., Kingston, T., Francis, C.M. & Senawi, J.	Piraccini, R.				
Nyctophilus howensis	15006	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Lord Howe Long-eared Bat	McKean, 1975	2008	CR	D	False	False	True							Hall, L., Lumsden, L. & Parnaby, H.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Nyctophilus microdon	15007	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Small-toothed Long-eared Bat	Laurie &amp; Hill, 1954	2008	DD		False	False	True			2200	1900			Bonaccorso, F., Hamilton, S. & Parnaby, H.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Nyctophilus microtis	15008	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Papuan Long-eared Bat	Thomas, 1888	2017	LC		False	False	True			2600	0			Aplin, K. & Armstrong, K.	Piraccini, R.				
Nyctophilus nebulosus	136807	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	New Caledonia Long-eared Bat	Parnaby, 2002	2008	CR	B1ab(i,ii,iii)	False	False	True			430	430			Parnaby, H.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Nyctophilus sherrini	15009	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Tasmanian Long-eared Bat	Thomas, 1915	2008	DD		False	False	True							Reardon, T., Lumsden, L. & Parnaby, H.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Nyctophilus shirleyae	85289876	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Shirley's Long-eared Bat	Parnaby, 2009	2017	DD		False	False	True			1700	500			Parnaby, H.	Piraccini, R.				
Nyctophilus walkeri	15011	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Pygmy Long-eared Bat	Thomas, 1892	2008	LC		False	False	True							McKenzie, N., Lumsden, L. & Parnaby, H.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Otomops formosus	15645	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Java Giant Mastiff Bat	Chasen, 1939	2016	DD		False	False	True		26893					Hutson, A.M., Schlitter, D., Walston, J., Kingston, T. & Senawi, J.	Piraccini, R.				
Otomops harrisoni	95558305	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops		Ralph, Richards, Taylor, Napier &amp; Lamb, 2015	2017	VU	A2c	False	False	True							Richards, L.R.	Monadjem, A.				
Otomops johnstonei	15647	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Johnstone's Giant Mastiff Bat	Kitchener, How &amp; Maryanto, 1992	2016	DD		False	False	True		121					Hutson, A.M., Schlitter, D., Suyanto, A., Kingston, T. & Senawi, J.	Piraccini, R.				
Otomops madagascariensis	136564	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Madagascar Free-tailed Bat	Dorst, 1953	2017	LC		False	False	True		200701	800	0			Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.	Piraccini, R.				
Otomops martiensseni	15648	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Large-eared Free-tailed Bat	(Matschie, 1897)	2017	NT		False	False	True			2900	0			Richards, L.R., Mickleburgh, S., Hutson, A.M., Bergmans, W., Fahr, J. & Taylor, P.J.	Monadjem, A.	True	The original version of this assessment was published with an older version of the distribution map. This errata assessment uses the updated distribution map.		
Otomops papuensis	15649	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Papuan Free-tailed Bat	Lawrence, 1948	2008	DD		False	False	True			300	0			Bonaccorso, F. & Hamilton, S.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Otomops secundus	15650	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Mantled Free-tailed Bat	Hayman, 1952	2008	DD		False	False	True			1980	0			Bonaccorso, F. & Reardon, T.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Otomops wroughtoni	15646	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Wroughton's Free-tailed Bat	(Thomas, 1913)	2016	DD		False	False	True	<10	2370249	860	140			Prabhukhanolkar, R.	Piraccini, R.				
Otonycteris hemprichii	85294528	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Otonycteris	Desert Long-eared Bat	Peters, 1859	2017	LC		False	False	True	20000	11617147	2400	0			Monadjem, A., Aulagnier, S., Hutson, A.M. & Benda, P.	Piraccini, R.				
Otonycteris leucophaea	85295233	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Otonycteris	Turkestani Loong-eared Bat	(Severcov, 1873)	2017	DD		False	False	True			1500	300			Benda, P.	Piraccini, R.				
Otopteropus cartilagonodus	15665	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Otopteropus	Luzon Pygmy Fruit Bat	Kock, 1969	2008	LC		False	False	True			2250	200			Ong, P., Rosell-Ambal, G. & Tabaranza, B. & Heaney, L., Duya, P., Gonzalez, J.C. & Balete, D.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Stuart, S.N. (Global Mammal Assessment Team)				
Paranyctimene raptor	16174	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Paranyctimene	Unstriped Tube-nosed Bat	Tate, 1942	2008	LC		False	False	True			1350	0			Bonaccorso, F. & Helgen, K.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Paranyctimene tenax	136836	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Paranyctimene	Steadfast Tube-nosed Bat	Bergmans, 2001	2008	LC		False	False	True			1350	0			Bonaccorso, F. & Helgen, K.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Paratriaenops auritus	40025	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Paratriaenops	Grandidier's Trident Bat	(Grandidier, 1912)	2017	VU	B1ab(iii)	False	False	True		13496	600	0			Monadjem, A., Andriafidison, D., Cardiff, S.G., Goodman, S., Hutson, A.M., Jenkins, R.K.B., Kofoky, A., Racey, P.A., Ranivo, J., Ratrimomanarivo, F.H. & Razafimanahaka, J.	Piraccini, R.				
Paratriaenops furculus	81060220	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Paratriaenops	Trouessart's Trident Bat	Trouessart, 1906	2017	LC		False	False	True		304991	200	0			Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.	Piraccini, R.				
Paratriaenops pauliani	81068840	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Paratriaenops		Goodman et Ranivo, 2008	2017	DD		False	False	True							Goodman, S.	Monadjem, A.				
Paremballonura atrata	7671	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Paremballonura	Peter's Sheath-tailed Bat	(Peters, 1874)	2017	LC		False	False	True		141215	900	30			Monadjem, A., Cardiff, S.G., Rakotoarivelo, A.R., Jenkins, R.K.B. & Ratrimomanarivo, F.H.	Piraccini, R.				
Paremballonura tiavato	136835	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Paremballonura	Western Sheath-tailed Bat	Goodman, Cardiff, Ranivo, Russell &amp; Yoder, 2006	2017	LC		False	False	True	15,012,267	336063	330	10			Monadjem, A., Cardiff, S.G., Rakotoarivelo, A.R., Jenkins, R.K.B. & Ratrimomanarivo, F.H.	Piraccini, R.				
Penthetor lucasi	16563	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Penthetor	Lucas's Short-nosed Fruit Bat	(Dobson, 1880)	2008	LC		False	False	True			600	0			Bates, P., Bumrungsri, S., Suyanto, A., Francis, C., Kingston, T. & Maryanto, I.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Peropteryx kappleri	16707	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Peropteryx	Greater Dog-like Bat	Peters, 1867	2008	LC		False	False	True			850				Dávalos, L., Molinari, J., Miller, J. & Rodriguez, B.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Peropteryx leucoptera	16708	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Peropteryx	White-winged Dog-like Bat	Peters, 1867	2015	LC		False	False	True							Solari, S.	Battistoni, A.				
Peropteryx macrotis	16709	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Peropteryx	Lesser Dog-like Bat	(Wagner, 1843)	2015	LC		False	False	True							Barquez, R., Lim, B., Rodriguez, B., Miller, B. & Diaz, M.	Solari, S.				
Peropteryx pallidoptera	85822291	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Peropteryx		Lim, Engstrom, Reid, Simmons, Voss and Fleck, 2010	2016	DD		False	False	True			400	150			Solari, S.	Battistoni, A.				
Peropteryx trinitatis	136790	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Peropteryx	Trinidad Dog-like Bat	Miller, 1899	2016	DD		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Pharotis imogene	16887	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pharotis	Thomas's Big-eared Bat	Thomas, 1914	2008	CR	B1ab(i,ii,iii); D	False	False	True			100	0			Bonaccorso, F., Hamilton, S. & Parnaby, H.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Philetor brachypterus	16981	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Philetor	Short-winged Pipistrelle	(Temminck, 1840)	2008	LC		False	False	True	501-2,000	5001-20,000	1846	585			Rosell-Ambal, G., Tabaranza, B., Bonaccorso, F., Heaney, L., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Phoniscus aerosa	10967	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	Dubious Trumpet-eared Bat	(Tomes, 1858)	2008	DD		False	False	True							Hutson, A.M.	Racey, P.A. (Chiroptera Red List Authority) & Chanson, J. (Global Mammal Assessment Team)				
Phoniscus atrox	10970	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	Groove-toothed Trumpet-eared Bat	Miller, 1905	2008	NT		False	False	True			400	0			Hutson, A.M. & Kingston, T.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Phoniscus jagorii	10976	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	Peters's Trumpet-eared Bat	(Peters, 1866)	2008	LC		False	False	True							Kingston, T., Francis, C., Rosell-Ambal, G. & Tabaranza, B.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Phoniscus papuensis	10982	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	Golden-tipped Bat	(Dobson, 1878)	2008	LC		False	False	True							Hutson, T., Schlitter, D., Csorba, G., Hall, L., Lunney, D. & Hamilton, S.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Phylloderma stenops	17168	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phylloderma	Pale-faced Bat	Peters, 1865	2015	LC		False	False	True			2600				Solari, S.	Battistoni, A.				
Phyllonycteris aphylla	17173	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllonycteris	Jamaican Flower Bat	(Miller, 1898)	2015	CR	C2a(i)	False	False	True	400						Koenig, S. & Davalos, L.	Solari, S.				
Phyllonycteris poeyi	17175	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllonycteris	Cuban Flower Bat	Gundlach, 1860	2008	LC		False	False	True							Dávalos, L. & Mancina, C.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Phyllops falcatus	17176	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllops	Cuban Fig-eating Bat	(Gray, 1839)	2008	LC		False	False	True							Mancina, C., Dávalos, L. & Incháustegui, S	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Phyllostomus discolor	17216	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	Pale Spear-nosed Bat	Wagner, 1843	2015	LC		False	False	True							Barquez, R., Perez, S. & Miller, B. and Diaz, M.	Solari, S.				
Phyllostomus elongatus	17217	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	Lesser Spear-nosed Bat	(É. Geoffroy, 1810)	2015	LC		False	False	True							Solari, S.	Battistoni, A.				
Phyllostomus hastatus	17218	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	Greater Spear-nosed Bat	(Pallas, 1767)	2015	LC		False	False	True							Barquez, R. & Diaz, M.	Solari, S.				
Phyllostomus latifolius	17219	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	Guianan Spear-nosed Bat	(Thomas, 1901)	2016	LC		False	False	True			500	0			Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Pipistrellus abramus	17320	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Japanese Pipistrelle	(Temminck, 1838)	2008	LC		False	False	True							Bates, P. & Tsytsulina, K.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Temple, H. (Global Mammal Assessment Team)				
Pipistrellus adamsi	17321	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Forest Pipistrelle	Kitchener, Caputi &amp; Jones, 1986	2008	LC		False	False	True							Lumsden, L., Woinarski, J. & Milne, D.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Pipistrellus aero	17323	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Mount Gargues Pipistrelle	Heller, 1912	2008	DD		False	False	True							Jacobs, D., Cotterill, F.P.D. & Taylor, P.J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus alaschanicus	136560	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Alashanian Pipistrelle	(Bobrinskii, 1926)	2008	LC		False	False	True	unknown	>20,000 sq. km					Smith, A.T. & Johnston, C.H.	Johnston, C.H. & Chanson, J. (Global Mammal Assessment Team)				
Pipistrellus anchietae	44851	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Anchieta's Pipistrelle	(Seabra, 1900)	2017	LC		False	False	True		4925633		0			Monadjem, A., Griffin, M., Cotterill, F., Jacobs, D. & Taylor, P.J.	Piraccini, R.				
Pipistrellus angulatus	17326	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	New Guinea Pipistrelle	Peters, 1880	2008	LC		False	False	True			2400	0			Bonaccorso, F. & Leary, T.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Pipistrellus arabicus	17328	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Arabian Pipistrelle	Harrison, 1979	2008	DD		False	False	True							Tsytsulina, K.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Temple, H. (Global Mammal Assessment Team)				
Pipistrellus ariel	44852	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Desert Pipistrelle	(Thomas, 1904)	2008	DD		False	False	True							Benda, P. & Aulagnier, S.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Temple, H. (Global Mammal Assessment Team)				
Pipistrellus cadornae	17331	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Cadorna’s Pipistrelle	Thomas, 1916	2008	LC		False	False	True	>2,000	>20,000	1000				Francis, C., Bates, P., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus ceylonicus	17332	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Kelaart's Pipistrelle	(Kelaart, 1852)	2008	LC		False	False	True	>2,000	>20,000	2153	0			Bates, P., Hutson, A.M., Schlitter, D., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus collinus	17334	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Mountain Pipistrelle	Thomas, 1920	2008	LC		False	False	True			2900	700			Hutson, T., Schlitter, D., Csorba, G. & Bonaccorso, F.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Pipistrellus coromandra	17335	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Coromandel Pipistrelle	(Gray, 1838)	2008	LC		False	False	True	>2,001	>20,000	2769	100			Csorba, G., Bates, P., Furey, N., Bumrungsri, S., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus crassulus	44853	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Broad-headed Pipistrelle	Thomas, 1904	2017	LC		False	False	True		5133656		0			Monadjem, A. & Fahr, J.	Piraccini, R.				
Pipistrellus eisentrauti	44854	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Eisentraut's Pipistrelle	Hill, 1968	2008	DD		False	False	True							Fahr. J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus endoi	17340	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Endo's Pipistrelle	Imaizumi, 1959	2008	EN	B2ab(iii)	False	False	True			1500	100			Maeda, K.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Chanson, J. (Global Mammal Assessment Team)				
Pipistrellus grandidieri	85736277	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Dobson's Pipistrelle	(Dobson, 1876)	2017	DD		False	False	True							Jacobs, D., Cotterill, F. & Taylor, P.	Monadjem, A., Hutterer, R., Decher, J., Wechuli, D., Musila, S., Weber, N. & Shapiro, J.				
Pipistrellus hanaki	136209	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Hanaki's Dwarf Bat	Hulva &amp; Benda, 2004	2008	DD		False	False	True							Aulagnier, S. & Palmeirim, J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Temple, H. (Global Mammal Assessment Team)				
Pipistrellus hesperidus	136741	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	African pipistrelle	(Temminck, 1840)	2016	LC		False	False	True		26947625					Piraccini, R.	Cassola, F. & Pacifici, M.				
Pipistrellus hesperus	17341	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Western Pipistrelle	H. Allen, 1864	2008	LC		False	False	True							Arroyo-Cabrales, J. & Ticul Alvarez Castaneda, S.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Pipistrellus imbricatus	17342	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Brown Pipistrelle	(Horsfield, 1824)	2008	LC		False	False	True			400	0			Hutson, A.M. & Suyanto, A.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Pipistrellus inexspectatus	17343	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Aellen's Pipistrelle	Aellen, 1959	2008	DD		False	False	True							Fahr. J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus javanicus	17344	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Javan Pipistrelle	(Gray, 1838)	2008	LC		False	False	True	>2,000	>20,000	2380	0			Francis, C., Rosell-Ambal, G., Tabaranza, B., Heaney, L., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus kuhlii	17314	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Kuhl's Pipistrelle	(Kuhl, 1817)	2016	LC		False	False	True		51385949	2000	0			Juste, J. & Paunović, M.	Piraccini, R.				
Pipistrellus maderensis	17315	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Madeira Pipistrelle	(Dobson, 1878)	2016	VU	C2a(i)	False	False	True		629747	2150	0			Alcaldé, J. & Juste, J.	Piraccini, R.				
Pipistrellus minahassae	17350	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Minahassa Pipistrelle	(Meyer, 1899)	2016	DD		False	False	True		42					Görföl, T., Francis, C.M., Kingston, T. & Hutson, A.M.	Piraccini, R.				
Pipistrellus murrayi	136769	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Christmas Island Pipistrelle	Andrews, 1900	2017	EX		False	False	True				0			Lumsden, L., Racey, P.A. & Hutson, A.M.	Armstrong, K.				
Pipistrellus musciculus	44855	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Mouselike Pipistrelle	Thomas, 1913	2008	DD		False	False	True							Jacobs, D., Cotterill, F.P.D. & Taylor, P.J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus nanulus	17353	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Tiny Pipistrelle	Thomas, 1904	2017	LC		False	False	True		4276083		0			Monadjem, A. & Fahr, J.	Piraccini, R.				
Pipistrellus nathusii	17316	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Nathusius' Pipistrelle	(Keyserling &amp; Blasius, 1839)	2016	LC		False	False	True		11175990	2200	0			Paunović, M. & Juste, J.	Racey, P.A.				
Pipistrellus papuanus	17355	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Papuan Pipistrelle	Peters &amp; Doria, 1881	2008	LC		False	False	True			1300	0			Bonaccorso, F. & Reardon, T.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Pipistrellus paterculus	17356	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Mount Popa Pipistrelle	Thomas, 1915	2008	LC		False	False	True			1500	0			Bates, P., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Pipistrellus permixtus	17358	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Dar-es-salaam Pipistrelle	Aellen, 1957	2008	DD		False	False	True							Jacobs, D., Cotterill, F.P.D. & Taylor, P.J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
